"year","country_name","country_code","co2_per_capita","gdp_per_capita","pm2_5","mortality_rate_infant","mortality_rate_neonatal","mortality_rate_under_5","health_expenditure_percent_of_gdp","population","immunization","basic_sanitation","birth_rate","region","income_level","mortality_rate_neonatal_cat","mortality_rate_under_5_cat","mortality_count_under_5","mortality_count_neonatal","live_births"
2010,"NETHERLANDS","NLD",10.2983113129908,50999.7451168891,15.71146331,3.7,2.8,4.4,10.15508747,16615394,"96","97.8081693959468",11.1,"Europe and Central Asia","High income","High","High",811495842.96,516406445.52,184430873.4
2010,"NEW ZEALAND","NZL",7.13662169306089,33676.7741239925,6.30265652,5.2,3.2,6.2,9.59277534,4350700,"91","99.9999988878029",14.68,"East Asia and Pacific","High income","High","High",395983311.2,204378483.2,63868276
2010,"NICARAGUA","NIC",0.770731730642136,1495.73377659921,21.39452778,20.4,13.6,24.1,7.71019173,5855734,"99","66.9420991365654",24.105,"Latin America and Caribbean","Lower middle income","High","Low",3401774480.487,1919673565.752,141152468.07
2010,"NIGER","NER",0.0817572298807097,471.612687756478,78.00109729,65.8,34.2,133.3,4.96100473,16647543,"67","10.4624965004898",48.51,"Sub-Saharan Africa","Low income","High","Low",107649389046.969,27618973033.806,807572310.93
2010,"NIGERIA","NGA",0.559512915251027,2280.11197852503,62.90328334,84.4,38.1,135.7,3.29653287,160952853,"56","34.6931332709606",42.094,"Sub-Saharan Africa","Lower middle income","High","Low",919387772790.497,258133191918.334,6775149394.182
2010,"NORTH MACEDONIA","MKD",4.05332544364877,4577.68957570575,35.8443433,9.2,6.9,10.4,6.71369696,2055004,"98","92.2138595061877",11.8,"Europe and Central Asia","Upper middle income","High","Low",252190090.88,167318425.68,24249047.2
2010,"NORWAY","NOR",8.20501786367322,88163.2085931423,8.099763965,2.7,1.9,3.3,8.90553188,4889252,"93","98.0626945664686",12.6,"Europe and Central Asia","High income","Low","High",203295098.16,117048692.88,61604575.2
2010,"OMAN","OMN",16.3350814771017,22552.1990071233,41.07175478,10.1,5.3,11.7,2.82071519,2881914,"99","96.2174889393392",23.421,"Middle East and North Africa","High income","High","Low",789718501.1898,357735731.3082,67497307.794
2010,"PAKISTAN","PAK",0.72190976009205,911.089996122843,59.60870032,70.2,49.8,87.2,2.39686546,194454498,"57","49.5244058324413",32.109,"South Asia","Lower middle income","High","High",544454082331.79,310938225918.844,6243739476.282
2010,"PALAU","PLW",11.5857605177994,10029.28802589,5.82930591,21.2,12.2,23.1,11.67239475,18540,"39","95.6834732406395",11.9,"East Asia and Pacific","Upper middle income","High","Low",5096460.6,2691637.2,220626
2010,"PANAMA","PAN",2.53630557534088,8124.55830734871,15.4543969,16.9,11.1,19.8,7.4865942,3623617,"97","72.9641411354317",21.165,"Latin America and Caribbean","High income","Low","Low",1518538305.339,851301777.2355,76693853.805
2010,"PAPUA NEW GUINEA","PNG",0.664884761439954,1879.24044384288,17.35284731,45,26.2,58,2.10756016,7583269,"63","18.6299433546528",30.445,"East Asia and Pacific","Lower middle income","High","High",13390612232.89,6048862767.271,230872624.705
2010,"PARAGUAY","PRY",0.8742656163622,4702.91576988272,14.98227411,21.9,13.8,26,5.46593952,5768613,"93","82.1654388723924",22.606,"Latin America and Caribbean","Upper middle income","High","High",3390536902.428,1799592663.5964,130405265.478
2010,"PERU","PER",1.53948542250294,5047.2046433225,30.00974099,15.5,9.7,19.9,4.71905422,29229572,"94","71.264248526155",21.066,"Latin America and Caribbean","Upper middle income","High","Low",12253428258.6648,5972776588.3944,615750163.752
2010,"PHILIPPINES","PHL",0.865602879221275,2201.77681934472,24.09308424,24.8,14.9,31.8,4.13107872,94636700,"87","71.030981112432",25.511,"East Asia and Pacific","Lower middle income","High","High",76774003947.66,35972725120.13,2414276853.7
2010,"POLAND","POL",8.24700467583953,12504.2501856093,27.29182037,5.1,3.6,6,6.4122324,38042794,"98","94.2762845452116",10.9,"Europe and Central Asia","High income","High","High",2487998727.6,1492799236.56,414666454.6
2010,"PORTUGAL","PRT",4.81763153663542,22520.642312405,9.88427534,3.1,2.1,3.8,10.03250504,10573100,"96","98.7617899525804",9.6,"Europe and Central Asia","High income","High","High",385706688,213153696,101501760
2010,"QATAR","QAT",35.5482683436981,73021.3097525035,79.06584644,7.8,4.5,9.2,1.87017763,1713504,"99","99.9365482161506",10.803,"Middle East and North Africa","High income","High","High",170301050.1504,83299426.704,18510983.712
2010,"ROMANIA","ROU",3.83278482882614,8397.80917311457,18.48995556,10.6,5.4,12.4,5.76614285,20246871,"95","78.9811608593787",10.5,"Europe and Central Asia","High income","High","Low",2636142604.2,1147997585.7,212592145.5
2010,"RUSSIAN FEDERATION","RUS",11.3254009458404,10674.990234375,15.27774638,8.4,4.6,10.4,4.97111797,142849468,"98","86.6979468149556",12.5,"Europe and Central Asia","Upper middle income","High","Low",18570430840,8213844410,1785618350
2010,"RWANDA","RWA",0.0682585977285353,594.109511793169,36.27169287,44.1,23.2,63.8,8.08923531,10309031,"95","58.9727043706858",34.836,"Sub-Saharan Africa","Low income","High","High",22912200769.8408,8331709370.8512,359125403.916
2010,"SAMOA","WSM",0.988329086874332,3494.39528991814,11.10471801,16.6,7.8,19.4,5.28433228,194672,"56","93.6394944067816",30.195,"East Asia and Pacific","Lower middle income","High","Low",114035548.176,45849344.112,5878121.04
2010,"SAO TOME AND PRINCIPE","STP",0.564407207721618,1079.68965436787,30.47158597,27.8,16.3,36.3,6.84464884,182138,"92","33.1528174421221",36.873,"Sub-Saharan Africa","Lower middle income","High","High",243789873.4062,109470383.9262,6715974.474
2010,"SAUDI ARABIA","SAU",15.1683862693943,17958.9478313331,62.92279434,10.5,6.4,12.3,3.64785957,29411929,"98","95.2504988920031",21.894,"Middle East and North Africa","High income","High","Low",7920520714.3698,4121246550.5664,643944773.526
2010,"SENEGAL","SEN",0.560744784507668,1286.60496589073,56.68739592,42.7,27,66.4,4.02764368,12530121,"81","47.4746195159613",37.74,"Sub-Saharan Africa","Lower middle income","High","High",31399681298.256,12767942696.58,472886766.54
2010,"SERBIA","SRB",6.4601677913651,5735.42285659849,31.39235052,6.6,4.8,7.6,9.52730083,7291436,"95","96.5089535369173",9.4,"Europe and Central Asia","Upper middle income","High","High",520900187.84,328989592.32,68539498.4
2010,"SEYCHELLES","SYC",4.94263116854183,10938.1530897824,15.1257082,12.3,8.8,14.3,4.82908678,89770,"99","97.8470890468718",16.8,"Sub-Saharan Africa","High income","High","Low",21566344.8,13271596.8,1508136
2010,"SIERRA LEONE","SLE",0.0870322019147085,400.540693364957,46.33948449,107.6,39.6,161.4,10.94337559,6436698,"82","12.8377260886087",38.887,"Sub-Saharan Africa","Low income","High","Low",40399045445.3364,9912033454.9896,250303875.126
2010,"SINGAPORE","SGP",8.35450837270906,47236.6715371242,15.07604341,2.3,1.1,2.8,3.20265388,5076732,"95","100",9.3,"East Asia and Pacific","High income","Low","Low",132198101.28,51934968.36,47213607.6
2010,"SLOVAK REPUBLIC","SVK",6.57195088202977,16908.847956488,21.47373959,5.8,3.3,7,7.69692326,5391428,"98","98.3065426540869",11.2,"Europe and Central Asia","High income","High","High",422687955.2,199267178.88,60383993.6
2010,"SLOVENIA","SVN",7.70151856185471,23532.4808545474,19.19737442,2.6,1.9,3.2,8.56503296,2048583,"95","98.8982038266302",10.9,"Europe and Central Asia","High income","Low","High",71454575.04,42426153.93,22329554.7
2010,"SOLOMON ISLANDS","SLB",0.634351972819831,1661.99781377727,12.10848854,22.2,10.7,26.4,4.66139841,540394,"74","26.8706693554718",33.641,"East Asia and Pacific","Lower middle income","Low","High",479936016.2256,194519521.7278,18179394.554
2010,"SOUTH AFRICA","ZAF",8.21761222731227,8059.56284101092,29.39830185,35.7,12.2,51.6,7.79358244,51784921,"72","68.1840155796529",22.274,"Sub-Saharan Africa","Upper middle income","High","High",59518398246.2664,14072179430.3188,1153457330.354
2010,"SPAIN","ESP",5.88576349343324,30532.4805081663,11.49190106,3.2,2.1,3.8,9.11891174,46576897,"95","99.8774333450347",10.4,"Europe and Central Asia","High income","High","High",1840718969.44,1017239430.48,484399728.8
2010,"SRI LANKA","LKA",0.6324486029673,2836.97409785065,24.69380238,9.6,6.3,11.2,3.86745572,20668557,"99","84.8883738090123",17.553,"South Asia","Lower middle income","High","Low",4063306027.4352,2285609640.4323,362795181.021
2010,"ST. KITTS AND NEVIS","KNA",4.83513701664452,16427.6210053903,8.104640488,14.6,11.7,17.5,5.2136941,47403,"99","92.9914257928585",14.789,"Latin America and Caribbean","High income","Low","Low",12268251.9225,8202202.7139,701042.967
2010,"ST. LUCIA","LCA",2.97013484657911,8672.12899856887,19.89151671,17.3,12.9,19.7,5.03797817,170935,"95","83.6875061410302",12.618,"Latin America and Caribbean","Upper middle income","High","Low",42490099.251,27823466.007,2156857.83
2010,"ST. VINCENT AND THE GRENADINES","VCT",2.13708054305266,6590.98957888616,19.79811789,17.8,12.6,19.8,4.30325222,109308,"99","82.8568325268669",16.854,"Latin America and Caribbean","Upper middle income","High","Low",36477085.2336,23212690.6032,1842277.032
2010,"SUDAN","SDN",0.486883005962104,1706.41491699219,52.82073801,50.9,32.3,75.9,5.05810165,33739933,"90","28.2380452033028",37.497,"Sub-Saharan Africa","Low income","High","High",96024601718.5059,40864224446.7423,1265146267.701
2010,"SURINAME","SUR",3.19526443012013,7999.50836563277,22.73742598,20.7,15,23.3,4.6978569,546080,"87","83.1536031950863",20.361,"Latin America and Caribbean","Upper middle income","High","Low",259066522.704,166781023.2,11118734.88
2010,"SWEDEN","SWE",5.11674720514525,52869.0442891587,7.400644792,2.5,1.6,3.1,8.31963825,9378126,"97","99.0500976840453",12.3,"Europe and Central Asia","High income","Low","High",357587944.38,184561519.68,115350949.8
2010,"SWITZERLAND","CHE",5.77742182049657,76531.3729407691,13.15189172,3.9,3.2,4.6,9.94159698,7824909,"92","99.8811285661122",10.3,"Europe and Central Asia","High income","High","High",370744188.42,257909000.64,80596562.7
2010,"SYRIAN ARAB REPUBLIC","SYR",2.73488652275989,11304.644927596,35.54506403,16.2,10.1,18.9,3.2764473,22337563,"82","91.1032317677505",28.675,"Middle East and North Africa","Low income","Low","Low",12106009799.5725,6469349152.1525,640529619.025
2010,"TAJIKISTAN","TJK",0.321040533975073,740.276191250251,34.51170734,37,20.1,42.9,5.73543453,7621779,"94","93.455074499174",31.045,"Europe and Central Asia","Lower middle income","High","High",10150917736.4595,4756024394.0055,236618129.055
2010,"TANZANIA","TZA",0.15317710653214,730.813293457031,26.43302182,47.1,25.2,71.7,5.22392178,45110527,"92","18.5129732606357",39.729,"Sub-Saharan Africa","Lower middle income","High","High",128500462319.021,45163342405.0116,1792196127.183
2010,"THAILAND","THA",3.52668193133932,4996.37209760091,35.4185359,11.7,7.7,13.6,3.39009809,68270489,"98","95.390777260397",11.926,"East Asia and Pacific","Upper middle income","High","Low",11073036384.6704,6269292658.9678,814193851.814
2010,"TIMOR-LESTE","TLS",0.224256444272136,810.141609538386,17.23567916,58.7,27.6,71.4,6.47058821,1088486,"66","45.1019142011981",31.39,"East Asia and Pacific","Lower middle income","High","High",2439564893.556,943025084.904,34167575.54
2010,"TOGO","TGO",0.400206638764854,709.1406700804,43.37426449,58.3,29.6,89.1,4.45493317,6571855,"68","13.4914168494847",37.351,"Sub-Saharan Africa","Low income","High","High",21870963228.9555,7265774540.708,245465356.105
2010,"TONGA","TON",1.09607666017899,3416.11043175806,10.89494195,11.3,5.5,13.2,4.81632328,107383,"99","92.0291584818118",27.266,"East Asia and Pacific","Upper middle income","High","Low",38648344.3896,16103476.829,2927904.878
2010,"TRINIDAD AND TOBAGO","TTO",15.2046095287798,15711.5381692036,20.12399348,20.4,14.6,22.9,5.08042908,1410296,"92","92.5761575345668",14.842,"Latin America and Caribbean","High income","High","Low",479333943.0128,305601553.1872,20931613.232
2010,"TUNISIA","TUN",2.59948014986237,4241.01190951928,34.11834281,15.8,12.3,18.4,5.60950756,10895063,"97","86.8115536906964",18.211,"Middle East and North Africa","Lower middle income","High","Low",3650743858.1912,2440442905.2039,198409992.293
2010,"TURKIYE","TUR",4.06875601173818,10614.9845699013,28.91206034,15.5,9.1,18.1,5.02053452,73195345,"97","93.2882463978179",17.746,"Europe and Central Asia","Upper middle income","High","Low",23510535121.897,11820213790.567,1298924592.37
2010,"TURKMENISTAN","TKM",11.2329986693166,4286.88050515414,26.09846929,37.3,23.1,43.2,3.24345636,5267970,"99","95.4597741748201",25.273,"Europe and Central Asia","Upper middle income","High","High",5751535930.992,3075474074.211,133137405.81
2010,"TUVALU","TUV",0.909952606635071,3043.16532255235,5.605062226,26,16.2,31.3,15.65082836,10550,"85","82.9445482014369",22.32,"East Asia and Pacific","Upper middle income","High","High",7370398.8,3814711.2,235476
2010,"UGANDA","UGA",0.103024798180233,824.737671173843,38.79164944,49.7,25.4,76.4,6.80890226,32341728,"73","18.5332942492702",43.068,"Sub-Saharan Africa","Low income","High","High",106417066570.906,35379495954.2016,1392893541.504
2010,"UKRAINE","UKR",5.86266090621906,3078.41479492188,18.77805621,10.1,6.9,11.7,6.81229019,45870741,"56","96.2858797015542",10.8,"Europe and Central Asia","Lower middle income","High","Low",5796226832.76,3418287619.32,495404002.8
2010,"UNITED ARAB EMIRATES","ARE",19.1927959384897,34165.9133053315,43.5280748,7.4,4.6,8.7,3.87873054,8481771,"94","99.1241989402121",13.665,"Middle East and North Africa","High income","High","High",1008359586.2205,533155643.289,115903400.715
2010,"UNITED KINGDOM","GBR",7.68956749367277,39693.1938701237,12.42896791,4.4,3,5.2,9.95166206,62766365,"89","99.118367727228",12.9,"Europe and Central Asia","High income","High","High",4210367764.2,2429058325.5,809686108.5
2010,"UNITED STATES","USA",17.4317369879177,48650.6431283336,9.221851825,6.2,4.1,7.3,16.19557953,309327143,"92","99.8705355052484",13,"North America","High income","High","High",29355145870.7,16487136721.9,4021252859
2010,"URUGUAY","URY",1.87427799672558,12512.5941268441,9.418435717,9.3,4.8,10.8,7.91117048,3352651,"95","95.1450993148589",14.264,"Latin America and Caribbean","High income","High","Low",516479909.7312,229546626.5472,47822213.864
2010,"UZBEKISTAN","UZB",4.41981416127496,1742.34925645077,32.29140696,24.8,14.9,28,5.29938841,28562400,"98","94.8458110786003",22,"Europe and Central Asia","Lower middle income","High","High",17594438400,9362754720,628372800
2010,"VANUATU","VUT",0.517818075150844,2732.55155722254,13.16791653,24,12.3,28.6,3.52656102,245453,"70","52.9826267950857",33.056,"East Asia and Pacific","Lower middle income","High","High",232051658.9248,99798440.7264,8113694.368
2010,"VIET NAM","VNM",1.73220165898548,1684.01166738777,27.10947116,18.4,11.7,23,4.69927311,87411012,"98","69.402687859004",16.906,"East Asia and Pacific","Lower middle income","Low","Low",33988723084.056,17289915655.8024,1477770568.872
2010,"YEMEN, REP.","YEM",1.02780292197534,1249.06308529856,44.68925506,45.6,28.2,58.9,5.15932894,24743946,"68","49.7545128865992",35.791,"Middle East and North Africa","Low income","High","High",52162462648.7454,24974218110.2652,885610571.286
2010,"ZAMBIA","ZMB",0.192639460049771,1469.36145002684,27.02852733,51.3,26.9,78.7,3.71929598,13792086,"96","28.4217753410918",41.794,"Sub-Saharan Africa","Lower middle income","High","High",45364761007.7508,15505871297.4396,576426442.284
2010,"ZIMBABWE","ZWE",0.741290479401852,937.840339987372,24.59143017,52.9,32.1,86.1,10.47583866,12839771,"90","41.1551678278732",37.056,"Sub-Saharan Africa","Lower middle income","High","High",40965566714.5536,15272876789.0496,475790554.176
2011,"VENEZUELA, RB","VEN",5.5003686225388,10877.1123638816,24.33177624,14.8,11,17.2,7.1770978,29096159,"86","92.3973725863708",20.466,"Latin America and Caribbean","Not classified","Low","Low",10242290229.6168,6550301891.034,595481990.094
2011,"AFGHANISTAN","AFG",0.408965290862913,621.912413814308,56.24722763,61.8,46,84,8.56190777,29249157,"64","37.16457222165",39.855,"South Asia","Low income","High","High",97920912787.74,53623357002.81,1165725152.235
2011,"ALBANIA","ALB",1.76810850906738,4437.14114631148,23.414815,10.9,6.3,12.2,6.11952829,2905195,"99","95.6984954437804",12.035,"Europe and Central Asia","Upper middle income","High","Low",426561066.265,220273337.4975,34964021.825
2011,"ALGERIA","DZA",3.30523251701306,5473.28180110324,31.47118632,23.3,17.5,27.1,5.26748085,36543541,"95","87.1892375803685",24.815,"Middle East and North Africa","Lower middle income","High","High",24575037984.6965,15869489473.5125,906827969.915
2011,"ANGOLA","AGO",0.983787081068222,4511.15322719034,28.8143365,71.4,35.3,112.2,2.64560771,24259111,"57","42.3266654473422",44.364,"Sub-Saharan Africa","Lower middle income","High","Low",120753140685.329,37990961374.2612,1076231200.404
2011,"ANTIGUA AND BARBUDA","ATG",5.25890993785239,13117.1469408968,16.08669375,7.9,5.4,9.5,5.44257212,86729,"99","97.3677830429391",14.313,"Latin America and Caribbean","High income","High","High",11792845.6815,6703301.7558,1241352.177
2011,"ARGENTINA","ARG",4.28102814513,12848.7404762598,14.18995612,12.4,7.5,13.9,9.41819859,41261490,"95","92.7707536939526",17.806,"Latin America and Caribbean","Upper middle income","High","Low",10212359064.066,5510265682.05,734702090.94
2011,"ARMENIA","ARM",1.68560616406553,3462.6817742332,39.93109313,15.7,9.3,17.6,9.37588882,2928976,"97","91.2862018286615",14.046,"Europe and Central Asia","Upper middle income","High","Low",724070985.3696,382605691.1328,41140396.896
2011,"AUSTRALIA","AUS",17.6560553381679,62598.6866176979,6.707494797,3.8,2.6,4.5,8.53956795,22340024,"94","99.9962375855675",13.6,"East Asia and Pacific","High income","High","High",1367209468.8,789943248.64,303824326.4
